    Step   Residual-2-norm     Threshold      Energy
       44     2.38113e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       45     2.01757e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       46     1.75790e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       47     1.59176e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       48     1.23671e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       49     1.06849e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       50     9.78805e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       51     1.00397e-04     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       52     8.51882e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       53     7.40556e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       54     5.60105e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       55     5.67288e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       56     5.05255e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       57     4.10599e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       58     3.95315e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       59     3.97923e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       60     3.33802e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       61     3.12355e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       62     3.08256e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       63     2.80963e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       64     2.44618e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       65     1.73955e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       66     1.49595e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       67     1.37451e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       68     1.31061e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       69     1.42967e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       70     1.04562e-05     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       71     8.86667e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       72     7.53221e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       73     5.97327e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       74     4.82376e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       75     3.73875e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       76     3.25789e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       77     2.89617e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       78     2.04470e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       79     1.60532e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       80     1.12949e-06     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       81     8.77298e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       82     6.91713e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       83     6.01473e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       84     5.35501e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       85     4.18624e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
       86     2.98146e-07     1.73205e-08          -1.73205e+00    -1.61803e+00    -1.61803e+00    -1.61803e+00    -1.45161e+00
