    0    0    0    0    1    0    1    0    2    0    2    0 0.1191420938 0.0000000000 
    0    0    0    0    1    0    1    0    2    0    2    1 0.0064999441 0.0082986259 
    0    0    0    0    1    0    1    0    2    1    2    0 0.0064999441 -0.0082986259 
    0    0    0    0    1    0    1    0    2    1    2    1 0.1347623463 0.0000000000 
    0    0    0    0    1    0    1    1    2    0    2    0 0.0017015228 0.0052662451 
    0    0    0    0    1    0    1    1    2    0    2    1 0.0763967376 -0.0008283155 
    0    0    0    0    1    0    1    1    2    1    2    0 -0.0485231256 -0.0040878166 
    0    0    0    0    1    0    1    1    2    1    2    1 -0.0071524397 0.0075751003 
    0    0    0    0    1    1    1    0    2    0    2    0 0.0017015228 -0.0052662451 
    0    0    0    0    1    1    1    0    2    0    2    1 -0.0485231256 0.0040878166 
    0    0    0    0    1    1    1    0    2    1    2    0 0.0763967376 0.0008283155 
    0    0    0    0    1    1    1    0    2    1    2    1 -0.0071524397 -0.0075751003 
    0    0    0    0    1    1    1    1    2    0    2    0 0.0642788570 0.0000000000 
    0    0    0    0    1    1    1    1    2    0    2    1 -0.0118431148 -0.0070542545 
    0    0    0    0    1    1    1    1    2    1    2    0 -0.0118431148 0.0070542545 
    0    0    0    0    1    1    1    1    2    1    2    1 0.1686164155 0.0000000000 
    0    0    0    1    1    0    1    0    2    0    2    0 -0.0094261715 -0.0213168603 
    0    0    0    1    1    0    1    0    2    0    2    1 -0.0332013589 -0.0031167100 
    0    0    0    1    1    0    1    0    2    1    2    0 0.0347945125 -0.0110981593 
    0    0    0    1    1    0    1    0    2    1    2    1 0.0148299115 0.0435039992 
    0    0    0    1    1    0    1    1    2    0    2    0 -0.0166176763 0.0098247928 
    0    0    0    1    1    0    1    1    2    0    2    1 0.0006473079 0.0044431056 
    0    0    0    1    1    0    1    1    2    1    2    0 -0.0008370773 -0.0048211896 
    0    0    0    1    1    0    1    1    2    1    2    1 -0.0205281445 -0.0039917239 
    0    0    0    1    1    1    1    0    2    0    2    0 -0.0433125172 0.0080307729 
    0    0    0    1    1    1    1    0    2    0    2    1 0.0113678203 -0.0073694509 
    0    0    0    1    1    1    1    0    2    1    2    0 0.0105955720 0.0046978794 
    0    0    0    1    1    1    1    0    2    1    2    1 -0.1146026949 0.0105713706 
    0    0    0    1    1    1    1    1    2    0    2    0 0.0055518054 0.0012936512 
    0    0    0    1    1    1    1    1    2    0    2    1 -0.0083928822 -0.0019287508 
    0    0    0    1    1    1    1    1    2    1    2    0 0.0260047569 -0.0099102005 
    0    0    0    1    1    1    1    1    2    1    2    1 -0.0083702292 0.0655204798 
    0    1    0    0    1    0    1    0    2    0    2    0 -0.0094261715 0.0213168603 
    0    1    0    0    1    0    1    0    2    0    2    1 0.0347945125 0.0110981593 
    0    1    0    0    1    0    1    0    2    1    2    0 -0.0332013589 0.0031167100 
    0    1    0    0    1    0    1    0    2    1    2    1 0.0148299115 -0.0435039992 
    0    1    0    0    1    0    1    1    2    0    2    0 -0.0433125172 -0.0080307729 
    0    1    0    0    1    0    1    1    2    0    2    1 0.0105955720 -0.0046978794 
    0    1    0    0    1    0    1    1    2    1    2    0 0.0113678203 0.0073694509 
    0    1    0    0    1    0    1    1    2    1    2    1 -0.1146026949 -0.0105713706 
    0    1    0    0    1    1    1    0    2    0    2    0 -0.0166176763 -0.0098247928 
    0    1    0    0    1    1    1    0    2    0    2    1 -0.0008370773 0.0048211896 
    0    1    0    0    1    1    1    0    2    1    2    0 0.0006473079 -0.0044431056 
    0    1    0    0    1    1    1    0    2    1    2    1 -0.0205281445 0.0039917239 
    0    1    0    0    1    1    1    1    2    0    2    0 0.0055518054 -0.0012936512 
    0    1    0    0    1    1    1    1    2    0    2    1 0.0260047569 0.0099102005 
    0    1    0    0    1    1    1    1    2    1    2    0 -0.0083928822 0.0019287508 
    0    1    0    0    1    1    1    1    2    1    2    1 -0.0083702292 -0.0655204798 
    0    1    0    1    1    0    1    0    2    0    2    0 0.1236408564 0.0000000000 
    0    1    0    1    1    0    1    0    2    0    2    1 -0.0509101080 -0.0106649260 
    0    1    0    1    1    0    1    0    2    1    2    0 -0.0509101080 0.0106649260 
    0    1    0    1    1    0    1    0    2    1    2    1 0.1964976037 0.0000000000 
    0    1    0    1    1    0    1    1    2    0    2    0 0.0009589079 -0.0005768335 
    0    1    0    1    1    0    1    1    2    0    2    1 0.0422133747 -0.0062000636 
    0    1    0    1    1    0    1    1    2    1    2    0 -0.0817194746 0.0098285116 
    0    1    0    1    1    0    1    1    2    1    2    1 -0.0003123712 -0.0193645564 
    0    1    0    1    1    1    1    0    2    0    2    0 0.0009589079 0.0005768335 
    0    1    0    1    1    1    1    0    2    0    2    1 -0.0817194746 -0.0098285116 
    0    1    0    1    1    1    1    0    2    1    2    0 0.0422133747 0.0062000636 
    0    1    0    1    1    1    1    0    2    1    2    1 -0.0003123712 0.0193645564 
    0    1    0    1    1    1    1    1    2    0    2    0 0.0907531084 0.0000000000 
    0    1    0    1    1    1    1    1    2    0    2    1 -0.0298045682 0.0164577771 
    0    1    0    1    1    1    1    1    2    1    2    0 -0.0298045682 -0.0164577771 
    0    1    0    1    1    1    1    1    2    1    2    1 0.1023087187 0.0000000000 
    0    0    0    0    1    0    1    0    3    0    3    0 0.0892311516 0.0000000000 
    0    0    0    0    1    0    1    0    3    0    3    1 -0.0225706695 -0.0191177089 
    0    0    0    0    1    0    1    0    3    1    3    0 -0.0225706695 0.0191177089 
    0    0    0    0    1    0    1    0    3    1    3    1 0.1646732886 0.0000000000 
    0    0    0    0    1    0    1    1    3    0    3    0 -0.0203094833 0.0010365629 
    0    0    0    0    1    0    1    1    3    0    3    1 -0.0383843699 -0.0016139942 
    0    0    0    0    1    0    1    1    3    1    3    0 0.0218123883 0.0115650926 
    0    0    0    0    1    0    1    1    3    1    3    1 0.0148585664 0.0118047825 
    0    0    0    0    1    1    1    0    3    0    3    0 -0.0203094833 -0.0010365629 
    0    0    0    0    1    1    1    0    3    0    3    1 0.0218123883 -0.0115650926 
    0    0    0    0    1    1    1    0    3    1    3    0 -0.0383843699 0.0016139942 
    0    0    0    0    1    1    1    0    3    1    3    1 0.0148585664 -0.0118047825 
    0    0    0    0    1    1    1    1    3    0    3    0 0.1030811537 0.0000000000 
    0    0    0    0    1    1    1    1    3    0    3    1 0.0147239005 -0.0343848051 
    0    0    0    0    1    1    1    1    3    1    3    0 0.0147239005 0.0343848051 
    0    0    0    0    1    1    1    1    3    1    3    1 0.1298141189 0.0000000000 
    0    0    0    1    1    0    1    0    3    0    3    0 0.0345757186 0.0159781177 
    0    0    0    1    1    0    1    0    3    0    3    1 0.0685503427 0.0046026977 
    0    0    0    1    1    0    1    0    3    1    3    0 -0.1131124663 0.0020291300 
    0    0    0    1    1    0    1    0    3    1    3    1 -0.0291719787 0.0062090211 
    0    0    0    1    1    0    1    1    3    0    3    0 0.0027781160 0.0021334426 
    0    0    0    1    1    0    1    1    3    0    3    1 -0.0099488681 0.0068964186 
    0    0    0    1    1    0    1    1    3    1    3    0 -0.0081113028 -0.0109399349 
    0    0    0    1    1    0    1    1    3    1    3    1 -0.0399239368 0.0036996262 
    0    0    0    1    1    1    1    0    3    0    3    0 -0.0781029388 0.0141559363 
    0    0    0    1    1    1    1    0    3    0    3    1 -0.0244243249 0.0128711671 
    0    0    0    1    1    1    1    0    3    1    3    0 -0.0240210570 -0.0086785612 
    0    0    0    1    1    1    1    0    3    1    3    1 -0.0798122734 0.0044462071 
    0    0    0    1    1    1    1    1    3    0    3    0 0.0031012236 0.0327697814 
    0    0    0    1    1    1    1    1    3    0    3    1 0.0608426075 0.0185190256 
    0    0    0    1    1    1    1    1    3    1    3    0 -0.0644120228 -0.0033426183 
    0    0    0    1    1    1    1    1    3    1    3    1 -0.0059196473 0.0340443496 
    0    1    0    0    1    0    1    0    3    0    3    0 0.0345757186 -0.0159781177 
    0    1    0    0    1    0    1    0    3    0    3    1 -0.1131124663 -0.0020291300 
    0    1    0    0    1    0    1    0    3    1    3    0 0.0685503427 -0.0046026977 
    0    1    0    0    1    0    1    0    3    1    3    1 -0.0291719787 -0.0062090211 
    0    1    0    0    1    0    1    1    3    0    3    0 -0.0781029388 -0.0141559363 
    0    1    0    0    1    0    1    1    3    0    3    1 -0.0240210570 0.0086785612 
    0    1    0    0    1    0    1    1    3    1    3    0 -0.0244243249 -0.0128711671 
    0    1    0    0    1    0    1    1    3    1    3    1 -0.0798122734 -0.0044462071 
    0    1    0    0    1    1    1    0    3    0    3    0 0.0027781160 -0.0021334426 
    0    1    0    0    1    1    1    0    3    0    3    1 -0.0081113028 0.0109399349 
    0    1    0    0    1    1    1    0    3    1    3    0 -0.0099488681 -0.0068964186 
    0    1    0    0    1    1    1    0    3    1    3    1 -0.0399239368 -0.0036996262 
    0    1    0    0    1    1    1    1    3    0    3    0 0.0031012236 -0.0327697814 
    0    1    0    0    1    1    1    1    3    0    3    1 -0.0644120228 0.0033426183 
    0    1    0    0    1    1    1    1    3    1    3    0 0.0608426075 -0.0185190256 
    0    1    0    0    1    1    1    1    3    1    3    1 -0.0059196473 -0.0340443496 
    0    1    0    1    1    0    1    0    3    0    3    0 0.1858425281 0.0000000000 
    0    1    0    1    1    0    1    0    3    0    3    1 0.0664291346 -0.0144671910 
    0    1    0    1    1    0    1    0    3    1    3    0 0.0664291346 0.0144671910 
    0    1    0    1    1    0    1    0    3    1    3    1 0.1342959321 0.0000000000 
    0    1    0    1    1    0    1    1    3    0    3    0 0.0165553873 -0.0063498918 
    0    1    0    1    1    0    1    1    3    0    3    1 -0.0032098715 -0.0102346561 
    0    1    0    1    1    0    1    1    3    1    3    0 0.0389868800 0.0029444301 
    0    1    0    1    1    0    1    1    3    1    3    1 -0.0159088505 -0.0135914982 
    0    1    0    1    1    1    1    0    3    0    3    0 0.0165553873 0.0063498918 
    0    1    0    1    1    1    1    0    3    0    3    1 0.0389868800 -0.0029444301 
    0    1    0    1    1    1    1    0    3    1    3    0 -0.0032098715 0.0102346561 
    0    1    0    1    1    1    1    0    3    1    3    1 -0.0159088505 0.0135914982 
    0    1    0    1    1    1    1    1    3    0    3    0 0.0801769016 0.0000000000 
    0    1    0    1    1    1    1    1    3    0    3    1 0.0339079660 -0.0280514867 
    0    1    0    1    1    1    1    1    3    1    3    0 0.0339079660 0.0280514867 
    0    1    0    1    1    1    1    1    3    1    3    1 0.1128849255 0.0000000000 
